id,session_id,user_name,question_number,user_answer,correct,used_ia,created_at
0edcd9a7-9971-4bf1-ad5f-1c2128c9825c,44171929-c92d-479f-9750-18609fb745cf,A1,5,It assumes cause and effect are the same.,no,no,2026-05-19 07:54:01.808888+00
0ef9d27e-8d8b-4b62-be30-63276fb97aab,18ce3e06-8eb8-4f02-a025-e47f3948ae94,A5,9,It assumes the conclusion in its premise.,yes,yes,2026-05-19 07:14:38.835077+00
0f2d5a9c-cb63-4fa5-a87c-c58cc619481e,1920aa58-f55c-42f1-bffd-ce8fbe31b725,A5,6,"Coffee contains caffeine, a stimulant.",no,no,2026-05-19 07:20:59.703539+00
0f446ae3-4934-4cca-857e-2f7d8249a6eb,b77e57b5-d232-4a3b-b208-6dfc39c678d5,A1,4,Remote work always improves productivity.,no,no,2026-05-19 07:53:24.321975+00
0fdecec0-70d5-48e1-8405-a40f5db857d9,e1e95acb-b561-4266-8bc8-4302ec5f923f,A4,3,No dogs are cats.,yes,no,2026-05-19 08:42:51.749134+00
100fa778-6407-4f9a-9e9e-19b35129ba8f,4885edc6-68dd-477d-90b5-400a1e444e9a,A1,1,Sparrows can fly.,yes,no,2026-05-19 07:52:17.049354+00
10784106-33f7-4dfe-99a0-72579d6e0446,b77e57b5-d232-4a3b-b208-6dfc39c678d5,A1,7,Circular reasoning,yes,no,2026-05-19 07:53:24.321975+00
109d95ff-0307-4f25-92c5-708229e28139,83e6e1c6-d33d-4871-8fad-59068e4a99a7,A3,6,Coffee drinking is a common habit.,no,no,2026-05-19 09:13:07.832081+00
113d4bc6-bb10-442f-8e81-2d4a5a817369,15a9df8a-9d9f-4001-bb65-a3a0d7f99d60,A1,3,Some mammals are dogs.,no,no,2026-05-19 07:54:22.248117+00
118ffefe-0d33-4310-956b-8d1f67029b85,3e0a9957-cf2b-4eca-91fc-d9042639a0dd,A5,8,"If school does not close, then it did not snow.",yes,yes,2026-05-19 07:16:00.536052+00
11d9b7e4-ba74-47f0-ac41-26a58af60058,b368709d-4158-4f75-a154-e8265b07bf09,A1,6,Alertness levels vary during the day.,no,no,2026-05-19 07:49:57.370819+00
11f3c32e-91d4-4987-a59c-c56427968971,1920aa58-f55c-42f1-bffd-ce8fbe31b725,A5,3,No dogs are cats.,yes,no,2026-05-19 07:20:59.703539+00
12320f36-b87b-4f72-89e3-6b2c36e7beb5,940ad3b9-c36f-48a2-bb23-9cab4224f1fd,A5,9,It assumes the conclusion in its premise.,yes,no,2026-05-19 07:21:46.720145+00
12904814-853b-41d4-83b0-f1bbd8047b36,f673824e-63c8-4c96-9b74-7fa4aee29c4e,A1,3,No dogs are cats.,yes,yes,2026-05-19 08:03:38.125773+00
1365b20c-7832-4640-b176-d0af1f7e9f16,df4a60f3-7f34-42db-ba7a-04cc77d31e4a,A1,1,Sparrows can fly.,yes,no,2026-05-19 08:03:46.362023+00
13de8103-b10b-4022-a647-4bcca1899823,96b927a7-50be-4220-a0a7-902cf3082280,A4,2,Crime rates are higher in cities with fewer green spaces.,no,yes,2026-05-19 08:36:42.060131+00
141bb4a4-d9a1-4860-abc0-0ca2e40ad629,54e30fdd-0944-4457-8a7b-f3e82962bd9b,A3,1,Sparrows can fly.,yes,no,2026-05-19 09:08:50.303053+00
1514a7fe-886d-4afa-bbd2-36e46a9ec477,435febf9-f4ba-4c77-b77b-ebf0db87d6a8,A1,4,Happiness and productivity are linked.,yes,no,2026-05-19 07:56:04.809418+00
15e376df-d971-4bfd-9d66-c07e48cbc6b3,21c243d7-907e-4ee6-921d-1200f25f95f8,A1,4,Happiness and productivity are linked.,yes,no,2026-05-19 07:50:42.000239+00
15ea7271-b93c-430a-834b-dda2c28f494b,83e6e1c6-d33d-4871-8fad-59068e4a99a7,A3,1,Sparrows can fly.,yes,no,2026-05-19 09:13:07.832081+00
1668592f-e52d-4773-bfe1-a5a5a43bb948,c0e4dea2-7804-41d8-8101-57018fa4cf16,A4,6,People who are naturally alert are more likely to drink coffee.,yes,no,2026-05-19 08:32:54.670588+00
1676028f-6eb4-437e-bc40-62bd749aaa4a,1920aa58-f55c-42f1-bffd-ce8fbe31b725,A5,2,Crime rates are higher in cities with fewer green spaces.,no,no,2026-05-19 07:20:59.703539+00
16aef28f-f941-42b7-8078-21e4ba91e4d2,4eb5fab2-34de-4a70-93aa-8efe252240e0,A5,6,People who are naturally alert are more likely to drink coffee.,yes,yes,2026-05-19 07:15:32.262252+00
17387392-954a-4fdd-ac6c-7b6d8df8b6d7,435febf9-f4ba-4c77-b77b-ebf0db87d6a8,A1,5,It ignores other factors.,no,no,2026-05-19 07:56:04.809418+00
17453bc7-dd35-435e-b9de-c81bfa6c1395,c70f42dd-cfa5-47c9-a138-a56d5e72eb34,A1,9,It draws a false analogy.,no,no,2026-05-19 07:55:21.643156+00
17ac7ed2-7a2d-4eb3-892d-094c1f69338e,df4a60f3-7f34-42db-ba7a-04cc77d31e4a,A1,6,Alertness levels vary during the day.,no,no,2026-05-19 08:03:46.362023+00
182c291e-a105-4b56-9248-da4637b2b47d,96b927a7-50be-4220-a0a7-902cf3082280,A4,3,No dogs are cats.,yes,yes,2026-05-19 08:36:42.060131+00
1933884d-9b2f-4cbc-8747-eab153f28369,df4a60f3-7f34-42db-ba7a-04cc77d31e4a,A1,8,"If school does not close, then it did not snow.",yes,no,2026-05-19 08:03:46.362023+00
1a10634b-84fe-411f-b5fd-ad45e2544dd6,96b927a7-50be-4220-a0a7-902cf3082280,A4,10,"Invalid, because creativity is unrelated to athletics.",no,no,2026-05-19 08:36:42.060131+00
1b048b99-3b63-4107-9074-875e236d1306,5937e2cc-49ef-4807-93f9-8bf83e05511a,A1,6,"Coffee contains caffeine, a stimulant.",no,no,2026-05-19 07:55:43.793712+00
1beaddf8-9fa8-4a4f-a9e5-3075fdd0ede2,3221e601-cb5c-48b6-aea5-a4f8783a1417,A4,10,"Valid, because at least some athletes who are musicians are creative.",yes,no,2026-05-19 08:37:44.93456+00
1c23e91d-084c-4112-9a45-684f65b3842a,03641a2a-2247-4f8b-9635-87d4057f9922,A5,7,Circular reasoning,yes,yes,2026-05-19 07:19:08.142467+00
1c840297-6c67-49b1-b61d-3ac73594e595,ef6e66b3-0213-48a7-8350-501b6437b1a6,A3,2,Cities with more parks also have higher employment rates.,yes,no,2026-05-19 09:12:04.173877+00
1d970b5b-ac17-4263-bdcf-4a957fa009e7,f02cf9e1-ece7-43e6-9391-0af52d21d3dc,A1,1,Sparrows can fly.,yes,no,2026-05-19 07:49:38.370526+00
1e27de01-39a9-4d86-9034-b697b6990509,4999b791-2557-4340-a9f7-8992f204f5d3,A4,3,Some mammals are dogs.,no,yes,2026-05-19 08:45:02.722149+00
1e62aa38-593d-429a-82d9-fe2097590b50,c70f42dd-cfa5-47c9-a138-a56d5e72eb34,A1,2,Crime rates are higher in cities with fewer green spaces.,no,no,2026-05-19 07:55:21.643156+00
1f80047a-4afe-46f5-9ae8-07407f10f122,f6b8a75c-0814-4c62-b3e8-41e4a889a84f,A1,2,Crime rates are higher in cities with fewer green spaces.,no,no,2026-05-19 07:55:34.080719+00
204f6e5a-848d-4930-8a36-c47655d2ffd2,18ce3e06-8eb8-4f02-a025-e47f3948ae94,A5,10,"Invalid, because creativity is unrelated to athletics.",no,yes,2026-05-19 07:14:38.835077+00
206b09e7-e925-4d81-925f-9452b2720afa,24c1a71c-bf27-40ec-b997-af97053bed02,A4,8,"If school does not close, then it did not snow.",yes,no,2026-05-19 08:39:02.06296+00
20762cb8-72c4-4a57-8237-54397cdaa8db,ec0000ce-1a44-4800-b17e-5ef976d6ccfd,A1,8,"If school closes, it snowed.",no,no,2026-05-19 07:58:55.130763+00
208bba8d-4237-49f1-9840-e1669f462a25,b77e57b5-d232-4a3b-b208-6dfc39c678d5,A1,10,"Valid, because at least some athletes who are musicians are creative.",yes,no,2026-05-19 07:53:24.321975+00
2187fcdf-fbfd-4ee7-b802-3e29dc7d35ac,83e6e1c6-d33d-4871-8fad-59068e4a99a7,A3,4,Happiness and productivity are linked.,yes,no,2026-05-19 09:13:07.832081+00
22648ea7-ec26-4017-aec5-c6f092f233e2,c70f42dd-cfa5-47c9-a138-a56d5e72eb34,A1,5,It confuses necessary and sufficient conditions.,yes,no,2026-05-19 07:55:21.643156+00
22818c7d-8ed9-4db7-a552-9282c093f527,4eb5fab2-34de-4a70-93aa-8efe252240e0,A5,9,It assumes the conclusion in its premise.,yes,yes,2026-05-19 07:15:32.262252+00
22cd754c-ff89-4f41-81f2-275447471cea,940ad3b9-c36f-48a2-bb23-9cab4224f1fd,A5,7,Straw man,no,yes,2026-05-19 07:21:46.720145+00
23209637-0e9f-4797-8d3a-35cff7278d38,14d8d4cd-8b91-4f46-89ff-076083de5a6c,A3,1,Sparrows can fly.,yes,no,2026-05-19 09:14:13.458736+00
23545344-a9cc-4260-85bd-0c0c8445b954,4999b791-2557-4340-a9f7-8992f204f5d3,A4,2,Cities with more parks also have higher employment rates.,yes,no,2026-05-19 08:45:02.722149+00
23735b88-795a-450b-b1d9-3a0ae673cf63,ac1c05a1-ebb8-4006-94db-fa15da018ec1,A5,3,No dogs are cats.,yes,no,2026-05-19 07:19:42.003235+00
23f57884-4ee4-4f31-8226-24599a5a2852,44171929-c92d-479f-9750-18609fb745cf,A1,2,Cities with more parks also have higher employment rates.,yes,yes,2026-05-19 07:54:01.808888+00
248fc70e-b403-4533-93df-e0255d394e5d,f6b8a75c-0814-4c62-b3e8-41e4a889a84f,A1,5,It assumes that all good cooks must be professional chefs.,no,no,2026-05-19 07:55:34.080719+00
24e12e9c-e051-4f92-a681-7d68949721d8,f673824e-63c8-4c96-9b74-7fa4aee29c4e,A1,2,Park maintenance costs are high.,no,yes,2026-05-19 08:03:38.125773+00
25241255-79e5-4e59-9475-10c2d84a95bc,24c1a71c-bf27-40ec-b997-af97053bed02,A4,5,It confuses necessary and sufficient conditions.,yes,no,2026-05-19 08:39:02.06296+00
25722808-be7a-42ff-906c-6405d8817745,37550e3b-ebd5-432f-818e-e1e3ed6b5ebd,A5,8,"If school does not close, then it did not snow.",yes,yes,2026-05-19 07:21:31.665783+00
25d5d6b4-4ddc-4f7f-bdbd-ac80afce40c8,bfdc1562-aa05-4c8f-851f-fb4cb9474053,A1,5,It assumes cause and effect are the same.,no,no,2026-05-19 07:55:48.043002+00
25f6e47d-f17f-4881-abd3-d9053bd863ed,b77e57b5-d232-4a3b-b208-6dfc39c678d5,A1,8,"If school closes, it snowed.",no,no,2026-05-19 07:53:24.321975+00
263c1e12-8a5a-4a4f-82fb-3d1fd16c0aa2,f0291424-8425-4d37-ae38-0fa2013490ee,A1,8,School will never close unless it snows.,no,no,2026-05-19 07:58:13.588205+00
26766c86-ba7f-4d0e-a529-5d529d274149,f44e6ffb-2458-4007-836e-fc2983ac1955,A1,7,Circular reasoning,yes,no,2026-05-19 07:53:11.368584+00
270f3ecc-6777-4879-b321-f39ad8c27cbc,614d10b6-31b0-43a8-a13e-c653b381f8d9,A1,2,Crime rates are higher in cities with fewer green spaces.,no,no,2026-05-19 07:56:00.946199+00
2765e4e2-35b4-4a8c-8ea0-04de11c64cbb,0283645c-044f-4cda-adc9-5d8db42f2a6d,A3,2,Crime rates are higher in cities with fewer green spaces.,no,no,2026-05-19 09:12:23.246213+00
27ec8e95-9303-4b83-8346-6fd444a058a4,3e0a9957-cf2b-4eca-91fc-d9042639a0dd,A5,2,Cities with more parks also have higher employment rates.,yes,no,2026-05-19 07:16:00.536052+00
286a8e3b-82da-4ef6-a568-47e100cd1583,ef6e66b3-0213-48a7-8350-501b6437b1a6,A3,6,Alertness levels vary during the day.,no,no,2026-05-19 09:12:04.173877+00
28af644f-4aa8-44b5-9d52-23eaa070e5f3,bfdc1562-aa05-4c8f-851f-fb4cb9474053,A1,6,Alertness levels vary during the day.,no,no,2026-05-19 07:55:48.043002+00
295c5055-d0eb-4af2-a0fd-d809c1f23d59,4eb5fab2-34de-4a70-93aa-8efe252240e0,A5,8,"If school closes, it snowed.",no,yes,2026-05-19 07:15:32.262252+00
29639e9b-bc71-4f4e-9253-d7e695ad7abe,54e30fdd-0944-4457-8a7b-f3e82962bd9b,A3,2,Cities with more parks also have higher employment rates.,yes,no,2026-05-19 09:08:50.303053+00
29c7be57-f951-4ce2-828d-97d0d432f28f,6d0d6c06-3a6c-4bf7-9710-10a5bf59d517,A4,7,False cause,no,no,2026-05-19 08:34:54.191985+00
29cc4534-c076-449d-8597-875408f33521,2fae3989-3440-4447-ac66-393260291e96,A4,7,Circular reasoning,yes,yes,2026-05-19 08:41:08.657143+00
29ec1b99-b816-4112-b358-b6ff5ea9aa65,585dc200-a107-437b-944a-5d3000975b5b,A1,1,Sparrows can fly.,yes,no,2026-05-19 07:57:28.858096+00
2af466ac-59b8-45e0-bb22-d1ea9557a445,03641a2a-2247-4f8b-9635-87d4057f9922,A5,1,Sparrows can fly.,yes,yes,2026-05-19 07:19:08.142467+00
2b1a5138-7d6d-4199-8cbc-300e9fde3a30,7d2e90ac-7043-4214-8fbc-83257b410321,A1,10,"Valid, because at least some athletes who are musicians are creative.",yes,no,2026-05-19 07:47:55.532812+00
2b481d37-3f49-44c5-977b-f6b17789df7e,585dc200-a107-437b-944a-5d3000975b5b,A1,3,No dogs are cats.,yes,no,2026-05-19 07:57:28.858096+00
2b97c083-e3e7-44ef-913a-0b3e253e7b06,15c46feb-60d7-4400-a9cb-79c857e4cddc,A5,1,Sparrows can fly.,yes,no,2026-05-19 07:18:51.380951+00
2c74ecc3-8305-4c77-8e35-8b72182ad604,c7e0ff65-a081-4b56-ae78-45133b507d45,A1,5,It assumes cause and effect are the same.,no,no,2026-05-19 07:56:08.8175+00
2cb17cae-5727-4fed-9abb-f996a219362a,3221e601-cb5c-48b6-aea5-a4f8783a1417,A4,4,Employees will have access to reliable internet at home.,no,no,2026-05-19 08:37:44.93456+00
2cd7f381-45e3-4770-b84a-cb879268dd71,c637a01b-3330-4e8a-99bc-d79f25a4e75f,A4,1,All birds are sparrows.,no,no,2026-05-19 08:42:45.547456+00
2dc1811a-4398-43f0-a343-6be76626b217,ec0000ce-1a44-4800-b17e-5ef976d6ccfd,A1,7,Circular reasoning,yes,no,2026-05-19 07:58:55.130763+00
2e4e8efe-a72c-418f-a0a2-bd3c13194855,5a1eba4a-0093-4571-a625-567a9939ec7c,A1,4,Happiness and productivity are linked.,yes,yes,2026-05-19 07:55:30.16724+00
301b1219-55b3-44c6-85c2-abd29a0c741e,614d10b6-31b0-43a8-a13e-c653b381f8d9,A1,6,"Coffee contains caffeine, a stimulant.",no,no,2026-05-19 07:56:00.946199+00
31736a2f-2c95-4fd7-93f7-3f4b88998841,de529ec1-dc74-4c84-9cfa-03df9dc06ca8,A3,5,It confuses necessary and sufficient conditions.,yes,no,2026-05-19 09:13:13.099157+00
31cb31af-3781-464f-8d6a-5583eaf5c7a0,940ad3b9-c36f-48a2-bb23-9cab4224f1fd,A5,2,Crime rates are higher in cities with fewer green spaces.,no,no,2026-05-19 07:21:46.720145+00
31cfe5bc-83cc-40e6-91c8-448b41d8c7c0,435febf9-f4ba-4c77-b77b-ebf0db87d6a8,A1,2,Cities with more parks also have higher employment rates.,yes,yes,2026-05-19 07:56:04.809418+00
321c4fdd-d36d-4e43-8fcd-cf12053f8aef,03641a2a-2247-4f8b-9635-87d4057f9922,A5,4,Happiness and productivity are linked.,yes,yes,2026-05-19 07:19:08.142467+00
322b4947-bdd3-47d3-87c1-cf28bf17f636,7d2e90ac-7043-4214-8fbc-83257b410321,A1,3,No dogs are cats.,yes,no,2026-05-19 07:47:55.532812+00
3242df84-aed7-478a-adce-076cd1f4a9f3,5937e2cc-49ef-4807-93f9-8bf83e05511a,A1,4,Employees dislike commuting.,no,no,2026-05-19 07:55:43.793712+00
32440707-9952-4ce0-8431-0215fdf8ebd9,21c243d7-907e-4ee6-921d-1200f25f95f8,A1,9,It overgeneralizes from one example.,no,no,2026-05-19 07:50:42.000239+00
324c4415-da57-490f-a6f0-61b2893d0f38,03641a2a-2247-4f8b-9635-87d4057f9922,A5,10,"Valid, because at least some athletes who are musicians are creative.",yes,yes,2026-05-19 07:19:08.142467+00
32a617a1-230d-47ba-b1a7-0afa8c992a4f,3e0a9957-cf2b-4eca-91fc-d9042639a0dd,A5,1,Sparrows can fly.,yes,no,2026-05-19 07:16:00.536052+00
330a454d-8127-4a5d-a204-d84256e4a0e5,6d0d6c06-3a6c-4bf7-9710-10a5bf59d517,A4,1,Sparrows can fly.,yes,yes,2026-05-19 08:34:54.191985+00
3369dd66-90a0-4cbf-9660-cbe21072ca45,585dc200-a107-437b-944a-5d3000975b5b,A1,9,It assumes the conclusion in its premise.,yes,no,2026-05-19 07:57:28.858096+00
33851170-692d-47d3-9ea2-f86c5ec1bb8a,c70f42dd-cfa5-47c9-a138-a56d5e72eb34,A1,3,No dogs are cats.,yes,no,2026-05-19 07:55:21.643156+00
33ce021e-b0f5-4893-8c17-cc49a6bdc953,4eb5fab2-34de-4a70-93aa-8efe252240e0,A5,4,Happiness and productivity are linked.,yes,yes,2026-05-19 07:15:32.262252+00
34434612-a38f-4cf9-a10e-e8b4687baade,ec0000ce-1a44-4800-b17e-5ef976d6ccfd,A1,1,Sparrows can fly.,yes,no,2026-05-19 07:58:55.130763+00
349897a4-5b78-45bf-9f79-1a579f1c05fa,4eb5fab2-34de-4a70-93aa-8efe252240e0,A5,2,Crime rates are higher in cities with fewer green spaces.,no,yes,2026-05-19 07:15:32.262252+00
351e8ba2-d429-422e-bac4-529f75c7822b,f44e6ffb-2458-4007-836e-fc2983ac1955,A1,2,Crime rates are higher in cities with fewer green spaces.,no,no,2026-05-19 07:53:11.368584+00
3585c546-a504-4202-8524-9ffa42bb8c0f,96b927a7-50be-4220-a0a7-902cf3082280,A4,5,It assumes cause and effect are the same.,no,yes,2026-05-19 08:36:42.060131+00
35ab96f9-d96a-4661-9ce2-bf48918d72be,fde94a01-94d7-4d33-8ff0-9563f3bf6633,A1,4,Remote work always improves productivity.,no,yes,2026-05-19 07:52:17.351351+00
35f85629-4351-4310-bc51-e1daf36b8e05,b368709d-4158-4f75-a154-e8265b07bf09,A1,1,Sparrows can fly.,yes,no,2026-05-19 07:49:57.370819+00
36a40f59-480a-4ebf-8c3a-4cec8b4f60fb,940ad3b9-c36f-48a2-bb23-9cab4224f1fd,A5,10,"Valid, because at least some athletes who are musicians are creative.",yes,no,2026-05-19 07:21:46.720145+00
36bdcfde-94fd-4fc5-91a3-7ec0fac1327e,f673824e-63c8-4c96-9b74-7fa4aee29c4e,A1,7,Circular reasoning,yes,yes,2026-05-19 08:03:38.125773+00
3757ae7f-4464-46c9-93ea-c4b00cd6f0eb,37550e3b-ebd5-432f-818e-e1e3ed6b5ebd,A5,1,Sparrows can fly.,yes,no,2026-05-19 07:21:31.665783+00
393fb95d-18fa-42fb-97fc-2f7a4b978795,7d2e90ac-7043-4214-8fbc-83257b410321,A1,9,It assumes the conclusion in its premise.,yes,no,2026-05-19 07:47:55.532812+00
398fc802-9cbf-48cd-99f7-785d5dced2c9,585dc200-a107-437b-944a-5d3000975b5b,A1,6,People who are naturally alert are more likely to drink coffee.,yes,no,2026-05-19 07:57:28.858096+00
3a5e5d54-749f-463b-b7d9-e9319e7efe92,acba37f5-7a47-48f0-87d0-ba699797ccea,A1,3,No dogs are cats.,yes,no,2026-05-19 07:55:21.32315+00
3cb4367c-5950-4e1f-8d14-fb28fd1e7c36,7f8cfc7a-f5ba-4524-bc95-a73777c2538f,A1,5,It confuses necessary and sufficient conditions.,yes,no,2026-05-19 07:51:27.849817+00
3d05308f-58eb-4129-ab8d-6200b68e3496,4eb5fab2-34de-4a70-93aa-8efe252240e0,A5,5,It assumes cause and effect are the same.,no,yes,2026-05-19 07:15:32.262252+00
3d31a96f-26d9-4b29-8d78-4793b1ec52d7,6eb74d21-df02-4b5f-9a23-15a7ad13c262,A1,6,Alertness levels vary during the day.,no,yes,2026-05-19 07:56:37.214596+00
3d4abdd8-b364-449c-ac02-de4c9b768c4f,6eb74d21-df02-4b5f-9a23-15a7ad13c262,A1,2,Some parks are located in unsafe areas.,no,no,2026-05-19 07:56:37.214596+00
3d7ccdeb-2f3e-425d-8640-c628d8cc3dca,03641a2a-2247-4f8b-9635-87d4057f9922,A5,9,It assumes the conclusion in its premise.,yes,yes,2026-05-19 07:19:08.142467+00
3de057f7-5910-4798-8bbc-67ba87cfa353,03641a2a-2247-4f8b-9635-87d4057f9922,A5,3,No dogs are cats.,yes,yes,2026-05-19 07:19:08.142467+00
3e3c40ec-ee89-467a-8a47-ff3ff5f33fc2,6eb74d21-df02-4b5f-9a23-15a7ad13c262,A1,8,"If school closes, it snowed.",no,no,2026-05-19 07:56:37.214596+00
3e6c0178-92e6-4e51-bb84-037edf3f8d94,7f8cfc7a-f5ba-4524-bc95-a73777c2538f,A1,9,It assumes the conclusion in its premise.,yes,no,2026-05-19 07:51:27.849817+00
3eb0deba-db26-4a9e-b297-cf6d1d3f6a63,c70f42dd-cfa5-47c9-a138-a56d5e72eb34,A1,7,False dilemma,no,no,2026-05-19 07:55:21.643156+00
3f351c44-527b-450a-ab69-8adcc3044a97,f0291424-8425-4d37-ae38-0fa2013490ee,A1,2,Cities with more parks also have higher employment rates.,yes,no,2026-05-19 07:58:13.588205+00
3fb731dc-96f6-4793-891e-11eae9b56fbd,24c1a71c-bf27-40ec-b997-af97053bed02,A4,3,No dogs are cats.,yes,no,2026-05-19 08:39:02.06296+00
