id,session_id,user_name,item_id,statement,value,label,submitted_at
0c1a6e16-b087-4c5f-ad52-ec334121b49d,b368709d-4158-4f75-a154-e8265b07bf09,A1,move_toward_ai,"When the AI answer differed from mine, I tended to move toward the AI answer.",2,Strongly agree,2026-05-19 07:49:49.49+00
0c711624-f7bb-466c-9aff-024532deebae,69f0b04f-1a8b-4c7d-8728-de25ae34bea4,A1,increase_confidence,The AI answer increased my confidence in the answer I finally selected.,1,Agree,2026-05-19 07:59:17.584+00
0d033825-6e73-4a02-bf6d-2a831fc0dea2,14d8d4cd-8b91-4f46-89ff-076083de5a6c,A3,doubt_reasoning,The AI answer made me doubt my own reasoning.,0,Neutral,2026-05-19 09:14:15.095+00
0eaa7e85-eeb6-4090-b311-155b976f3bec,b77e57b5-d232-4a3b-b208-6dfc39c678d5,A1,change_initial_answer,"After seeing the AI answer, I was more likely to change my initial answer.",2,Strongly agree,2026-05-19 07:53:16.319+00
0f786077-714d-446c-a4e5-346733ea3c8e,de529ec1-dc74-4c84-9cfa-03df9dc06ca8,A3,doubt_reasoning,The AI answer made me doubt my own reasoning.,0,Neutral,2026-05-19 09:13:08.619+00
1039e76a-4d13-4e59-ae9b-8f9579c058a7,3e0a9957-cf2b-4eca-91fc-d9042639a0dd,A5,increase_confidence,The AI answer increased my confidence in the answer I finally selected.,1,Agree,2026-05-19 07:15:59.048+00
10b4d81a-aa69-4dcf-8085-39c1b5e820ac,1920aa58-f55c-42f1-bffd-ce8fbe31b725,A5,increase_confidence,The AI answer increased my confidence in the answer I finally selected.,1,Agree,2026-05-19 07:20:58.851+00
1172fed8-863c-43bb-8d8f-78fe75142abf,5a1eba4a-0093-4571-a625-567a9939ec7c,A1,answer_differently_without_ai,"Without the AI answer, I think I would have answered differently.",0,Neutral,2026-05-19 07:55:30.056+00
11f9e4b1-332d-460c-b2a0-2a1fb48577c3,614d10b6-31b0-43a8-a13e-c653b381f8d9,A1,move_toward_ai,"When the AI answer differed from mine, I tended to move toward the AI answer.",0,Neutral,2026-05-19 07:56:00.042+00
1254fdbf-6001-4dda-ac77-1e7028d2ebe4,1920aa58-f55c-42f1-bffd-ce8fbe31b725,A5,change_initial_answer,"After seeing the AI answer, I was more likely to change my initial answer.",0,Neutral,2026-05-19 07:20:58.851+00
14e34259-0ec9-4990-9f3c-72513b684efa,6cb08779-dd71-4453-9cb8-7a3947f92d42,A1,change_initial_answer,"After seeing the AI answer, I was more likely to change my initial answer.",0,Neutral,2026-05-19 07:59:47.36+00
1ab54d05-ba17-4ab4-9a78-d18f3037e5eb,585dc200-a107-437b-944a-5d3000975b5b,A1,move_toward_ai,"When the AI answer differed from mine, I tended to move toward the AI answer.",-2,Strongly disagree,2026-05-19 07:57:30.018+00
1bbd9381-44a6-4c5c-ab96-dd7850993b04,6cb08779-dd71-4453-9cb8-7a3947f92d42,A1,doubt_reasoning,The AI answer made me doubt my own reasoning.,0,Neutral,2026-05-19 07:59:47.36+00
1be3041d-95e1-4f6f-aa37-4228a62af5e0,bfdc1562-aa05-4c8f-851f-fb4cb9474053,A1,doubt_reasoning,The AI answer made me doubt my own reasoning.,-2,Strongly disagree,2026-05-19 07:55:44.66+00
1d1033db-90bf-4d41-a69d-c63cdc12ba0b,83e6e1c6-d33d-4871-8fad-59068e4a99a7,A3,increase_confidence,The AI answer increased my confidence in the answer I finally selected.,0,Neutral,2026-05-19 09:13:07.444+00
1d7c90a2-cd8a-45fb-a286-b4fbd82fc563,c70f42dd-cfa5-47c9-a138-a56d5e72eb34,A1,change_initial_answer,"After seeing the AI answer, I was more likely to change my initial answer.",0,Neutral,2026-05-19 07:55:21.561+00
1de8c136-9275-4ed9-bada-84c70cd19b3b,435febf9-f4ba-4c77-b77b-ebf0db87d6a8,A1,doubt_reasoning,The AI answer made me doubt my own reasoning.,1,Agree,2026-05-19 07:56:05.476+00
1defbe1b-ed6a-45c4-8f14-32bc27123739,ec0000ce-1a44-4800-b17e-5ef976d6ccfd,A1,change_initial_answer,"After seeing the AI answer, I was more likely to change my initial answer.",0,Neutral,2026-05-19 07:58:54.278+00
1e3a2f94-2578-41cb-ac7d-13ca1c2e24e7,18ce3e06-8eb8-4f02-a025-e47f3948ae94,A5,doubt_reasoning,The AI answer made me doubt my own reasoning.,2,Strongly agree,2026-05-19 07:14:38.694+00
1e83246c-6ffb-4264-b180-2edb37c031f4,7f8cfc7a-f5ba-4524-bc95-a73777c2538f,A1,move_toward_ai,"When the AI answer differed from mine, I tended to move toward the AI answer.",0,Neutral,2026-05-19 07:51:27.579+00
1f2457e2-c6b5-4855-91ed-b9cc224f2c5f,e1e95acb-b561-4266-8bc8-4302ec5f923f,A4,move_toward_ai,"When the AI answer differed from mine, I tended to move toward the AI answer.",0,Neutral,2026-05-19 08:42:51.485+00
1f878ebc-12ce-4df5-b8dc-337cb9b2e3ad,6cb08779-dd71-4453-9cb8-7a3947f92d42,A1,increase_confidence,The AI answer increased my confidence in the answer I finally selected.,0,Neutral,2026-05-19 07:59:47.36+00
2063d2a7-379a-4fac-bc98-37d909683a02,ef6e66b3-0213-48a7-8350-501b6437b1a6,A3,doubt_reasoning,The AI answer made me doubt my own reasoning.,0,Neutral,2026-05-19 09:12:03.9+00
20783180-05e7-4528-b3df-1bb64bc57b51,3221e601-cb5c-48b6-aea5-a4f8783a1417,A4,move_toward_ai,"When the AI answer differed from mine, I tended to move toward the AI answer.",0,Neutral,2026-05-19 08:37:57.052+00
21059902-b0fb-44f1-8556-1969b1d51227,24c1a71c-bf27-40ec-b997-af97053bed02,A4,move_toward_ai,"When the AI answer differed from mine, I tended to move toward the AI answer.",0,Neutral,2026-05-19 08:39:01.754+00
2383013f-3c6f-41b8-8475-fababe2f1a6e,8c102489-a5ee-4729-abd0-1cd29e24d8ef,A4,increase_confidence,The AI answer increased my confidence in the answer I finally selected.,0,Neutral,2026-05-19 08:38:47.671+00
24837e81-3028-4a5d-beca-38b2d38adf1c,7d2e90ac-7043-4214-8fbc-83257b410321,A1,move_toward_ai,"When the AI answer differed from mine, I tended to move toward the AI answer.",-2,Strongly disagree,2026-05-19 07:47:55.219+00
24d97c7e-1c09-4a76-989a-69e6f18afa64,de529ec1-dc74-4c84-9cfa-03df9dc06ca8,A3,increase_confidence,The AI answer increased my confidence in the answer I finally selected.,0,Neutral,2026-05-19 09:13:08.619+00
26000242-62a9-46cc-8dad-e975465e13c2,37550e3b-ebd5-432f-818e-e1e3ed6b5ebd,A5,move_toward_ai,"When the AI answer differed from mine, I tended to move toward the AI answer.",0,Neutral,2026-05-19 07:21:31.6+00
26228d7b-cd49-47d1-a809-95cfa91839d8,f0291424-8425-4d37-ae38-0fa2013490ee,A1,doubt_reasoning,The AI answer made me doubt my own reasoning.,0,Neutral,2026-05-19 07:58:10.189+00
265fb5e3-79a4-4371-b396-3ade599c45b6,b368709d-4158-4f75-a154-e8265b07bf09,A1,doubt_reasoning,The AI answer made me doubt my own reasoning.,2,Strongly agree,2026-05-19 07:49:49.49+00
26e426f2-d6a7-40db-ad2f-e1d40610b1fb,6eb74d21-df02-4b5f-9a23-15a7ad13c262,A1,doubt_reasoning,The AI answer made me doubt my own reasoning.,0,Neutral,2026-05-19 07:56:36.225+00
270d1ccc-5563-48e5-8b48-d3753e1510a1,f44e6ffb-2458-4007-836e-fc2983ac1955,A1,increase_confidence,The AI answer increased my confidence in the answer I finally selected.,0,Neutral,2026-05-19 07:53:08.096+00
2948be97-a016-42a3-b8b7-b8daeda0d3b6,37550e3b-ebd5-432f-818e-e1e3ed6b5ebd,A5,change_initial_answer,"After seeing the AI answer, I was more likely to change my initial answer.",1,Agree,2026-05-19 07:21:31.6+00
297c394c-ffec-43cc-8704-bca11ee9e3fb,21c243d7-907e-4ee6-921d-1200f25f95f8,A1,doubt_reasoning,The AI answer made me doubt my own reasoning.,-1,Disagree,2026-05-19 07:50:43.433+00
29b1030b-9e3b-4100-8143-de7c8c4b5180,21c243d7-907e-4ee6-921d-1200f25f95f8,A1,answer_differently_without_ai,"Without the AI answer, I think I would have answered differently.",0,Neutral,2026-05-19 07:50:43.433+00
2a54cdc1-f188-4e42-9eb2-5d1343f4065f,54e30fdd-0944-4457-8a7b-f3e82962bd9b,A3,doubt_reasoning,The AI answer made me doubt my own reasoning.,-1,Disagree,2026-05-19 09:08:46.201+00
2a7f0a8a-767b-42c1-8d0b-1141a07ec0db,5937e2cc-49ef-4807-93f9-8bf83e05511a,A1,move_toward_ai,"When the AI answer differed from mine, I tended to move toward the AI answer.",0,Neutral,2026-05-19 07:55:40.401+00
2bceacc8-702c-4100-a40b-ae39d158136b,4999b791-2557-4340-a9f7-8992f204f5d3,A4,increase_confidence,The AI answer increased my confidence in the answer I finally selected.,0,Neutral,2026-05-19 08:44:59.696+00
2ced7c9f-2b11-43b2-aa0d-3c2c38f69169,2fae3989-3440-4447-ac66-393260291e96,A4,increase_confidence,The AI answer increased my confidence in the answer I finally selected.,0,Neutral,2026-05-19 08:41:07.39+00
2dc86f1c-06dc-47ad-8fd0-cd4804851a2b,f44e6ffb-2458-4007-836e-fc2983ac1955,A1,change_initial_answer,"After seeing the AI answer, I was more likely to change my initial answer.",0,Neutral,2026-05-19 07:53:08.096+00
2df2780f-40ae-45fc-be06-5cee2ee1a08e,33217776-d590-4192-910d-090dba139669,A1,doubt_reasoning,The AI answer made me doubt my own reasoning.,0,Neutral,2026-05-19 07:50:39.589+00
2fd0b418-5c32-44f3-92bb-042ec1454147,ef6e66b3-0213-48a7-8350-501b6437b1a6,A3,increase_confidence,The AI answer increased my confidence in the answer I finally selected.,0,Neutral,2026-05-19 09:12:03.9+00
30a3979f-371f-4f5b-ac61-62756d4d814b,33217776-d590-4192-910d-090dba139669,A1,change_initial_answer,"After seeing the AI answer, I was more likely to change my initial answer.",1,Agree,2026-05-19 07:50:39.589+00
32f33440-a668-4a0c-b234-3e476df3bec2,5a1eba4a-0093-4571-a625-567a9939ec7c,A1,move_toward_ai,"When the AI answer differed from mine, I tended to move toward the AI answer.",-1,Disagree,2026-05-19 07:55:30.056+00
360a46de-d8e0-4cd2-aae5-3797d1ba595d,3f15dc13-b948-4431-b84a-52c60b4e5b0a,A1,doubt_reasoning,The AI answer made me doubt my own reasoning.,-1,Disagree,2026-05-19 07:53:03.283+00
36113476-4fc8-47b9-ab38-9a61886cc139,0283645c-044f-4cda-adc9-5d8db42f2a6d,A3,doubt_reasoning,The AI answer made me doubt my own reasoning.,0,Neutral,2026-05-19 09:12:19.828+00
38199260-caa4-4e95-b428-2a7c3085c911,4999b791-2557-4340-a9f7-8992f204f5d3,A4,change_initial_answer,"After seeing the AI answer, I was more likely to change my initial answer.",0,Neutral,2026-05-19 08:44:59.696+00
382ab11f-ebcb-4269-a7d6-7f04b9e9eec0,37550e3b-ebd5-432f-818e-e1e3ed6b5ebd,A5,answer_differently_without_ai,"Without the AI answer, I think I would have answered differently.",0,Neutral,2026-05-19 07:21:31.6+00
388cbca1-1b71-4610-adc9-b671e9ba7193,ac1c05a1-ebb8-4006-94db-fa15da018ec1,A5,doubt_reasoning,The AI answer made me doubt my own reasoning.,0,Neutral,2026-05-19 07:19:41.603+00
3c1d427a-893a-4349-ab06-992b2505ddfb,ef6e66b3-0213-48a7-8350-501b6437b1a6,A3,move_toward_ai,"When the AI answer differed from mine, I tended to move toward the AI answer.",0,Neutral,2026-05-19 09:12:03.9+00
3c77b827-6bad-4292-af64-df9581d0e801,de529ec1-dc74-4c84-9cfa-03df9dc06ca8,A3,move_toward_ai,"When the AI answer differed from mine, I tended to move toward the AI answer.",0,Neutral,2026-05-19 09:13:08.619+00
3ce9b499-604c-4a7a-b44f-cfa2b640bca3,1920aa58-f55c-42f1-bffd-ce8fbe31b725,A5,doubt_reasoning,The AI answer made me doubt my own reasoning.,0,Neutral,2026-05-19 07:20:58.851+00
3deab6de-5e77-4798-acb7-eb65c7aaa9ae,21c243d7-907e-4ee6-921d-1200f25f95f8,A1,change_initial_answer,"After seeing the AI answer, I was more likely to change my initial answer.",0,Neutral,2026-05-19 07:50:43.433+00
3e3b2981-d332-4936-821f-02785437f7fd,c0e4dea2-7804-41d8-8101-57018fa4cf16,A4,move_toward_ai,"When the AI answer differed from mine, I tended to move toward the AI answer.",0,Neutral,2026-05-19 08:32:54.017+00
3ec9fa45-25a3-4910-b912-863c055126a6,f673824e-63c8-4c96-9b74-7fa4aee29c4e,A1,change_initial_answer,"After seeing the AI answer, I was more likely to change my initial answer.",-1,Disagree,2026-05-19 08:03:37.618+00
3f89bf4f-8f00-4a28-a5e7-75887960e21b,acba37f5-7a47-48f0-87d0-ba699797ccea,A1,change_initial_answer,"After seeing the AI answer, I was more likely to change my initial answer.",1,Agree,2026-05-19 07:55:19.832+00
4087a768-28ba-4820-b146-db0cf3ddd86e,c7e0ff65-a081-4b56-ae78-45133b507d45,A1,increase_confidence,The AI answer increased my confidence in the answer I finally selected.,-2,Strongly disagree,2026-05-19 07:56:08.77+00
41bb79d3-b027-4b36-9637-e822908a0815,6cb08779-dd71-4453-9cb8-7a3947f92d42,A1,move_toward_ai,"When the AI answer differed from mine, I tended to move toward the AI answer.",0,Neutral,2026-05-19 07:59:47.36+00
41c52b61-7f58-468c-be2f-4cbec946fa55,0283645c-044f-4cda-adc9-5d8db42f2a6d,A3,increase_confidence,The AI answer increased my confidence in the answer I finally selected.,0,Neutral,2026-05-19 09:12:19.828+00
42370374-270e-4568-b953-0476073540df,18ce3e06-8eb8-4f02-a025-e47f3948ae94,A5,answer_differently_without_ai,"Without the AI answer, I think I would have answered differently.",2,Strongly agree,2026-05-19 07:14:38.694+00
435d8249-684d-4f35-b2be-0788db086833,bfdc1562-aa05-4c8f-851f-fb4cb9474053,A1,move_toward_ai,"When the AI answer differed from mine, I tended to move toward the AI answer.",-2,Strongly disagree,2026-05-19 07:55:44.66+00
439d5082-91ba-4909-9901-369be3d1f993,940ad3b9-c36f-48a2-bb23-9cab4224f1fd,A5,answer_differently_without_ai,"Without the AI answer, I think I would have answered differently.",-1,Disagree,2026-05-19 07:21:42.719+00
442d17f4-1edf-4303-94f9-567ec5db682a,54e30fdd-0944-4457-8a7b-f3e82962bd9b,A3,increase_confidence,The AI answer increased my confidence in the answer I finally selected.,1,Agree,2026-05-19 09:08:46.201+00
455b3621-e59b-4531-8f93-bda2031453e3,3f15dc13-b948-4431-b84a-52c60b4e5b0a,A1,answer_differently_without_ai,"Without the AI answer, I think I would have answered differently.",0,Neutral,2026-05-19 07:53:03.283+00
45f0006f-4173-43a3-af36-c3237e43bfae,14d8d4cd-8b91-4f46-89ff-076083de5a6c,A3,answer_differently_without_ai,"Without the AI answer, I think I would have answered differently.",1,Agree,2026-05-19 09:14:15.095+00
45f14ece-80bd-438e-b76b-e57851d9054f,2fae3989-3440-4447-ac66-393260291e96,A4,move_toward_ai,"When the AI answer differed from mine, I tended to move toward the AI answer.",-1,Disagree,2026-05-19 08:41:07.39+00
460540b9-f8d7-4677-9f3f-2de447b92d07,15a9df8a-9d9f-4001-bb65-a3a0d7f99d60,A1,doubt_reasoning,The AI answer made me doubt my own reasoning.,2,Strongly agree,2026-05-19 07:54:22.085+00
4664f5e4-62ae-4355-8237-daef9420feff,4999b791-2557-4340-a9f7-8992f204f5d3,A4,answer_differently_without_ai,"Without the AI answer, I think I would have answered differently.",0,Neutral,2026-05-19 08:44:59.696+00
48ed8ff3-3497-4f5b-a7a6-96138d3c2e4a,4885edc6-68dd-477d-90b5-400a1e444e9a,A1,doubt_reasoning,The AI answer made me doubt my own reasoning.,-2,Strongly disagree,2026-05-19 07:52:14.87+00
4aa5f1a8-0feb-4869-a1e6-2c71ab9dbfac,bfdc1562-aa05-4c8f-851f-fb4cb9474053,A1,increase_confidence,The AI answer increased my confidence in the answer I finally selected.,-2,Strongly disagree,2026-05-19 07:55:44.66+00
4c9dcdd1-a373-4412-8e4b-31ec75d1e478,14d8d4cd-8b91-4f46-89ff-076083de5a6c,A3,increase_confidence,The AI answer increased my confidence in the answer I finally selected.,0,Neutral,2026-05-19 09:14:15.095+00
4e640abe-7a54-498e-99a8-91a5f55a03b5,435febf9-f4ba-4c77-b77b-ebf0db87d6a8,A1,answer_differently_without_ai,"Without the AI answer, I think I would have answered differently.",1,Agree,2026-05-19 07:56:05.476+00
5041fdbf-4b22-4586-9061-eb32b38fb4c3,ac1c05a1-ebb8-4006-94db-fa15da018ec1,A5,increase_confidence,The AI answer increased my confidence in the answer I finally selected.,2,Strongly agree,2026-05-19 07:19:41.603+00
50b68e0e-36e9-407d-9da0-7d938ab38f82,e1e95acb-b561-4266-8bc8-4302ec5f923f,A4,increase_confidence,The AI answer increased my confidence in the answer I finally selected.,0,Neutral,2026-05-19 08:42:51.485+00
52a5efc0-73ac-4271-8c12-d1d47ebf73e6,4eb5fab2-34de-4a70-93aa-8efe252240e0,A5,change_initial_answer,"After seeing the AI answer, I was more likely to change my initial answer.",0,Neutral,2026-05-19 07:15:31.481+00
540375e1-f225-4e1d-9c7a-7d7307352f10,4885edc6-68dd-477d-90b5-400a1e444e9a,A1,move_toward_ai,"When the AI answer differed from mine, I tended to move toward the AI answer.",0,Neutral,2026-05-19 07:52:14.87+00
550a5660-6105-485e-860a-05e005c24a98,b368709d-4158-4f75-a154-e8265b07bf09,A1,change_initial_answer,"After seeing the AI answer, I was more likely to change my initial answer.",2,Strongly agree,2026-05-19 07:49:49.49+00
57a701e4-6cf1-464b-80ae-a572fdee0469,f673824e-63c8-4c96-9b74-7fa4aee29c4e,A1,doubt_reasoning,The AI answer made me doubt my own reasoning.,0,Neutral,2026-05-19 08:03:37.618+00
58204b39-52e5-42b5-ac3f-c44af0a7b1bd,7d2e90ac-7043-4214-8fbc-83257b410321,A1,increase_confidence,The AI answer increased my confidence in the answer I finally selected.,-2,Strongly disagree,2026-05-19 07:47:55.219+00
592b723b-9b98-43f2-b58e-6da6faa88fbf,24c1a71c-bf27-40ec-b997-af97053bed02,A4,change_initial_answer,"After seeing the AI answer, I was more likely to change my initial answer.",0,Neutral,2026-05-19 08:39:01.754+00
5a0d0ed7-2f46-40e5-9707-73d2ce8f8303,6eb74d21-df02-4b5f-9a23-15a7ad13c262,A1,answer_differently_without_ai,"Without the AI answer, I think I would have answered differently.",-1,Disagree,2026-05-19 07:56:36.225+00
5a1456b5-2800-405c-a4dc-e1a87ee135f0,f6b8a75c-0814-4c62-b3e8-41e4a889a84f,A1,change_initial_answer,"After seeing the AI answer, I was more likely to change my initial answer.",0,Neutral,2026-05-19 07:55:34.662+00
5a90cf46-6c6b-40af-b5c8-6ac9026cff29,bfdc1562-aa05-4c8f-851f-fb4cb9474053,A1,change_initial_answer,"After seeing the AI answer, I was more likely to change my initial answer.",-2,Strongly disagree,2026-05-19 07:55:44.66+00
5c217aae-e3e8-472e-9a65-63f2615c8277,96b927a7-50be-4220-a0a7-902cf3082280,A4,move_toward_ai,"When the AI answer differed from mine, I tended to move toward the AI answer.",0,Neutral,2026-05-19 08:36:41.719+00
5c4fb5a5-a5f8-4d60-a196-775c160c673d,7f8cfc7a-f5ba-4524-bc95-a73777c2538f,A1,answer_differently_without_ai,"Without the AI answer, I think I would have answered differently.",0,Neutral,2026-05-19 07:51:27.579+00
5c560012-bd17-4025-953e-ffbe55e43787,1920aa58-f55c-42f1-bffd-ce8fbe31b725,A5,answer_differently_without_ai,"Without the AI answer, I think I would have answered differently.",0,Neutral,2026-05-19 07:20:58.851+00
5d0cd745-8d19-42a5-b2ee-d955bd55e4d4,21c243d7-907e-4ee6-921d-1200f25f95f8,A1,increase_confidence,The AI answer increased my confidence in the answer I finally selected.,0,Neutral,2026-05-19 07:50:43.433+00
5da5e303-87d9-4583-978e-561587dd030c,33217776-d590-4192-910d-090dba139669,A1,move_toward_ai,"When the AI answer differed from mine, I tended to move toward the AI answer.",-2,Strongly disagree,2026-05-19 07:50:39.589+00
5de8298c-2b93-486f-9233-0e94fe93f2ec,acba37f5-7a47-48f0-87d0-ba699797ccea,A1,answer_differently_without_ai,"Without the AI answer, I think I would have answered differently.",1,Agree,2026-05-19 07:55:19.832+00
5ea4cb05-9a71-4eee-83cf-75ad9ed90aac,4885edc6-68dd-477d-90b5-400a1e444e9a,A1,answer_differently_without_ai,"Without the AI answer, I think I would have answered differently.",0,Neutral,2026-05-19 07:52:14.87+00
604e0c46-69ea-4538-bb53-c5079be6faf7,4eb5fab2-34de-4a70-93aa-8efe252240e0,A5,move_toward_ai,"When the AI answer differed from mine, I tended to move toward the AI answer.",0,Neutral,2026-05-19 07:15:31.481+00
6080bd72-ce54-4732-9ca3-c32fa89c5f1e,940ad3b9-c36f-48a2-bb23-9cab4224f1fd,A5,move_toward_ai,"When the AI answer differed from mine, I tended to move toward the AI answer.",0,Neutral,2026-05-19 07:21:42.719+00
63a36085-ba8a-478f-bfaa-0fa278ada407,614d10b6-31b0-43a8-a13e-c653b381f8d9,A1,increase_confidence,The AI answer increased my confidence in the answer I finally selected.,1,Agree,2026-05-19 07:56:00.042+00
643c437a-9352-4191-ae07-e866353385eb,21c243d7-907e-4ee6-921d-1200f25f95f8,A1,move_toward_ai,"When the AI answer differed from mine, I tended to move toward the AI answer.",0,Neutral,2026-05-19 07:50:43.433+00
64480c97-8304-4be4-8e02-9e04ad2e8ca6,18ce3e06-8eb8-4f02-a025-e47f3948ae94,A5,increase_confidence,The AI answer increased my confidence in the answer I finally selected.,2,Strongly agree,2026-05-19 07:14:38.694+00
648f56ea-8139-4a61-bd09-b54e9ab9e389,e1e95acb-b561-4266-8bc8-4302ec5f923f,A4,change_initial_answer,"After seeing the AI answer, I was more likely to change my initial answer.",0,Neutral,2026-05-19 08:42:51.485+00
657d23fe-ee94-4ed1-9208-eb22e592e345,f0291424-8425-4d37-ae38-0fa2013490ee,A1,move_toward_ai,"When the AI answer differed from mine, I tended to move toward the AI answer.",0,Neutral,2026-05-19 07:58:10.189+00
65a88d24-0b5f-484a-b801-cbefc6112466,ac1c05a1-ebb8-4006-94db-fa15da018ec1,A5,answer_differently_without_ai,"Without the AI answer, I think I would have answered differently.",1,Agree,2026-05-19 07:19:41.603+00
673e7682-35df-4688-a716-e924c2ff9e77,15c46feb-60d7-4400-a9cb-79c857e4cddc,A5,change_initial_answer,"After seeing the AI answer, I was more likely to change my initial answer.",1,Agree,2026-05-19 07:18:47.386+00
676eea81-01f2-466a-a8b2-ed09756099b9,6d0d6c06-3a6c-4bf7-9710-10a5bf59d517,A4,answer_differently_without_ai,"Without the AI answer, I think I would have answered differently.",1,Agree,2026-05-19 08:34:52.532+00
6a521485-1f34-47ba-b76f-8beb1063c144,585dc200-a107-437b-944a-5d3000975b5b,A1,change_initial_answer,"After seeing the AI answer, I was more likely to change my initial answer.",-1,Disagree,2026-05-19 07:57:30.018+00
6ddd965b-d43a-4184-9fed-10257097e9e6,6d0d6c06-3a6c-4bf7-9710-10a5bf59d517,A4,increase_confidence,The AI answer increased my confidence in the answer I finally selected.,1,Agree,2026-05-19 08:34:52.532+00
6f23af7e-2b5c-40a9-a4df-43d9b327e806,c0e4dea2-7804-41d8-8101-57018fa4cf16,A4,answer_differently_without_ai,"Without the AI answer, I think I would have answered differently.",1,Agree,2026-05-19 08:32:54.017+00
7004914c-ec23-4828-9db0-39e212198202,5a1eba4a-0093-4571-a625-567a9939ec7c,A1,doubt_reasoning,The AI answer made me doubt my own reasoning.,0,Neutral,2026-05-19 07:55:30.056+00
707bbafb-9a4c-44ea-9c33-ba5d2475a580,54e30fdd-0944-4457-8a7b-f3e82962bd9b,A3,answer_differently_without_ai,"Without the AI answer, I think I would have answered differently.",1,Agree,2026-05-19 09:08:46.201+00
70d97f8a-b410-48a5-a904-70ce0a465538,44171929-c92d-479f-9750-18609fb745cf,A1,move_toward_ai,"When the AI answer differed from mine, I tended to move toward the AI answer.",0,Neutral,2026-05-19 07:53:58.394+00
719b302b-8f0b-4309-9038-3425b9bd4ebc,f02cf9e1-ece7-43e6-9391-0af52d21d3dc,A1,increase_confidence,The AI answer increased my confidence in the answer I finally selected.,-2,Strongly disagree,2026-05-19 07:49:39.861+00
729df77b-3d9e-4e59-8bad-97c065d8650f,acba37f5-7a47-48f0-87d0-ba699797ccea,A1,move_toward_ai,"When the AI answer differed from mine, I tended to move toward the AI answer.",1,Agree,2026-05-19 07:55:19.832+00
734b44f8-a944-4f9f-a8d0-dcb3e99cf8ef,ac1c05a1-ebb8-4006-94db-fa15da018ec1,A5,change_initial_answer,"After seeing the AI answer, I was more likely to change my initial answer.",1,Agree,2026-05-19 07:19:41.603+00
